gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,tic,conm,acctstdq,curcdq,datacqtr,datafqtr,rdq,acchgq,acoq,actq,altoq,ancq,apq,billexceq,ceiexbillq,dlcq,drcq,drltq,dvintfq,finaoq,finreccq,uddq,udmbq,urectq,epspiy,costat,city
001228,20130630,2013,4,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2013Q2,2013Q4,20130925,0.0000,0.1210,2.7970,0.0800,4.4200,0.2210,,,0.0000,0.0000,0.0000,,,,,,,-0.1400,A,Scottsdale
001228,20130930,2014,1,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2013Q3,2014Q1,20131114,0.0000,0.1080,2.6920,0.0850,4.3970,0.2330,,,0.0000,0.0000,0.0000,,,,,,,-0.0300,A,Scottsdale
001228,20131231,2014,2,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2013Q4,2014Q2,20140214,0.0000,0.1040,2.6340,0.0890,4.3990,0.2500,,,0.0000,0.0000,0.0000,,,,,,,0.0000,A,Scottsdale
001228,20140331,2014,3,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2014Q1,2014Q3,20140515,0.0000,0.0940,2.5130,0.0930,4.3900,0.1520,,,0.0000,0.0000,0.0000,,,,,,,0.0300,A,Scottsdale
001228,20140630,2014,4,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2014Q2,2014Q4,20140929,0.0000,0.2130,2.3940,0.0990,4.3710,0.2780,,,0.0000,0.0000,0.0000,,,,,,,-0.0200,A,Scottsdale
001228,20140930,2015,1,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2014Q3,2015Q1,20141114,0.0000,0.2400,2.1610,0.0540,4.4590,0.4170,,,0.0000,0.0000,0.0000,,,,,,,-0.0400,A,Scottsdale
001228,20141231,2015,2,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2014Q4,2015Q2,20150213,0.0000,0.2550,1.7180,0.0580,4.6340,0.3070,,,0.0000,0.0000,0.0000,,,,,,,-0.0700,A,Scottsdale
001228,20150331,2015,3,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2015Q1,2015Q3,20150515,0.0000,0.2120,1.3660,0.0620,4.7410,0.2980,,,0.0000,0.0000,0.0000,,,,,,,-0.1200,A,Scottsdale
001228,20150630,2015,4,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2015Q2,2015Q4,20150928,0.0000,0.1650,1.0640,0.0670,4.2680,0.1510,,,0.0000,0.0000,0.0000,,,,,,,-0.1800,A,Scottsdale
001228,20150930,2016,1,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2015Q3,2016Q1,20151116,0.0000,0.0330,0.6800,0.0720,4.2110,0.1180,,,0.0000,0.0000,0.0000,,,,,,,-0.0800,A,Scottsdale
001228,20151231,2016,2,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2015Q4,2016Q2,20160216,0.0000,0.0270,0.4480,0.0770,4.1220,0.1370,,,0.0000,0.0000,0.0000,,,,,,,-0.1500,A,Scottsdale
001228,20160331,2016,3,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2016Q1,2016Q3,20160513,0.0000,1.6790,1.8580,0.0820,2.4240,0.1670,,,0.0000,0.0000,0.0000,,,,,,,-0.2100,A,Scottsdale
001228,20160630,2016,4,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2016Q2,2016Q4,20160930,0.0000,1.7000,1.8470,0.0860,2.1970,0.2520,,,0.0000,0.0000,0.0000,,,,,,,-0.3200,A,Scottsdale
001228,20160930,2017,1,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2016Q3,2017Q1,20161114,0.0000,1.7170,1.7290,0.0910,2.1560,0.2060,,,0.4000,0.0000,0.0000,,,,,,,-0.1000,A,Scottsdale
001228,20161231,2017,2,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2016Q4,2017Q2,20170214,0.0000,1.7010,1.7090,0.0970,2.1170,0.2260,,,0.0000,0.0000,0.0000,,,,,,,-0.1600,A,Scottsdale
001228,20170331,2017,3,6,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,DS,USD,2017Q1,2017Q3,20170522,0.0000,0.0250,0.0340,1.7560,3.3730,0.3010,,,0.7500,0.0000,0.0000,,,,,,,-0.2900,A,Scottsdale
001447,20101231,2010,4,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2010Q4,2010Q4,20110124,0.0000,1802.0000,,9955.0000,,46540.0000,,,17677.0000,0.0000,0.0000,,,,,,,3.3700,A,New York
001447,20110331,2011,1,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2011Q1,2011Q1,20110420,0.0000,0.0000,,12445.0000,,47128.0000,,,3375.0000,0.0000,0.0000,,,,,,,0.9800,A,New York
001447,20110630,2011,2,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2011Q2,2011Q2,20110720,0.0000,0.0000,,12274.0000,,48426.0000,,,3702.0000,0.0000,0.0000,,,,,,,2.0800,A,New York
001447,20110930,2011,3,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2011Q3,2011Q3,20111019,0.0000,0.0000,,11977.0000,,48771.0000,,,3649.0000,0.0000,0.0000,,,,,,,3.1200,A,New York
001447,20111231,2011,4,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2011Q4,2011Q4,20120119,0.0000,2378.0000,,5956.0000,,56555.0000,,,14481.0000,0.0000,0.0000,,,,,,,4.1400,A,New York
001447,20120331,2012,1,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2012Q1,2012Q1,20120418,0.0000,0.0000,,11780.0000,,54309.0000,,,3758.0000,0.0000,0.0000,,,,,,,1.0700,A,New York
001447,20120630,2012,2,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2012Q2,2012Q2,20120718,0.0000,0.0000,,12459.0000,,52219.0000,,,3553.0000,0.0000,0.0000,,,,,,,2.2300,A,New York
001447,20120930,2012,3,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2012Q3,2012Q3,20121017,0.0000,0.0000,,12144.0000,,54725.0000,,,4027.0000,0.0000,0.0000,,,,,,,3.3300,A,New York
001447,20121231,2012,4,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2012Q4,2012Q4,20130110,0.0000,1960.0000,,5284.0000,,54923.0000,,,14979.0000,0.0000,0.0000,,,,,,,3.9100,A,New York
001447,20130331,2013,1,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2013Q1,2013Q1,20130417,0.0000,0.0000,,11821.0000,,59374.0000,,,3359.0000,0.0000,0.0000,,,,,,,1.1500,A,New York
001447,20130630,2013,2,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2013Q2,2013Q2,20130717,0.0000,0.0000,,10647.0000,,58549.0000,,,2961.0000,0.0000,0.0000,,,,,,,2.4300,A,New York
001447,20130930,2013,3,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2013Q3,2013Q3,20131016,0.0000,0.0000,,10222.0000,,57521.0000,,,3247.0000,0.0000,0.0000,,,,,,,3.6900,A,New York
001447,20131231,2013,4,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2013Q4,2013Q4,20140116,0.0000,1998.0000,,5215.0000,,56249.0000,,,14870.0000,0.0000,0.0000,,,,,,,4.9100,A,New York
001447,20140331,2014,1,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2014Q1,2014Q1,20140416,0.0000,0.0000,,11253.0000,,57650.0000,,,2821.0000,0.0000,0.0000,,,,,,,1.3400,A,New York
001447,20140630,2014,2,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2014Q2,2014Q2,20140729,0.0000,0.0000,,10712.0000,,56766.0000,,,3436.0000,0.0000,0.0000,,,,,,,2.7800,A,New York
001447,20140930,2014,3,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2014Q3,2014Q3,20141015,0.0000,0.0000,,10845.0000,,57040.0000,,,3382.0000,0.0000,0.0000,,,,,,,4.1900,A,New York
001447,20141231,2014,4,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2014Q4,2014Q4,20150121,0.0000,1626.0000,,5838.0000,,59014.0000,,,15559.0000,0.0000,0.0000,,,,,,,5.5800,A,New York
001447,20150331,2015,1,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2015Q1,2015Q1,20150416,0.0000,0.0000,,10471.0000,,58262.0000,,,2361.0000,0.0000,0.0000,,,,,,,1.4900,A,New York
001447,20150630,2015,2,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2015Q2,2015Q2,20150722,0.0000,0.0000,,11382.0000,,60738.0000,,,4486.0000,0.0000,0.0000,,,,,,,2.9200,A,New York
001447,20150930,2015,3,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2015Q3,2015Q3,20151021,0.0000,0.0000,,11107.0000,,63003.0000,,,3160.0000,0.0000,0.0000,,,,,,,4.1600,A,New York
001447,20151231,2015,4,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2015Q4,2015Q4,20160121,0.0000,851.0000,,5673.0000,,69662.0000,,,11626.0000,0.0000,0.0000,,,,,,,5.0700,A,New York
001447,20160331,2016,1,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2016Q1,2016Q1,20160420,0.0000,0.0000,,9866.0000,,70059.0000,,,2596.0000,0.0000,0.0000,,,,,,,1.4500,A,New York
001447,20160630,2016,2,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2016Q2,2016Q2,20160720,0.0000,0.0000,,10348.0000,,68287.0000,,,2343.0000,0.0000,0.0000,,,,,,,3.5500,A,New York
001447,20160930,2016,3,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2016Q3,2016Q3,20161019,0.0000,0.0000,,10836.0000,,66883.0000,,,2861.0000,0.0000,0.0000,,,,,,,4.7700,A,New York
001447,20161231,2016,4,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2016Q4,2016Q4,20170119,0.0000,696.0000,,6070.0000,,68631.0000,,,21305.0000,0.0000,0.0000,,,,,,,5.6700,A,New York
001447,20170331,2017,1,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2017Q1,2017Q1,20170419,0.0000,0.0000,,10104.0000,,67563.0000,,,3600.0000,0.0000,0.0000,,,,,,,1.3400,A,New York
001447,20170630,2017,2,12,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,DS,USD,2017Q2,2017Q2,20170719,0.0000,0.0000,,10482.0000,,71650.0000,,,3426.0000,0.0000,0.0000,,,,,,,2.8100,A,New York
002002,20101231,2010,4,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2010Q4,2010Q4,20110204,0.0000,,,,,26762.2000,,,1681.7600,,,,,,,,,-0.0600,A,Hato Rey
002002,20110331,2011,1,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2011Q1,2011Q1,20110425,0.0000,,,,,27196.6740,,,290.3020,,,,,,,,,0.0100,A,Hato Rey
002002,20110630,2011,2,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2011Q2,2011Q2,20110720,0.0000,,,,,27960.4290,,,151.3020,,,,,,,,,0.1200,A,Hato Rey
002002,20110930,2011,3,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2011Q3,2011Q3,20111019,0.0000,,,,,27953.3400,,,166.2000,,,,,,,,,0.1400,A,Hato Rey
002002,20111231,2011,4,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2011Q4,2011Q4,20120125,0.0000,,,,,27942.1270,,,1369.3410,,,,,,,,,0.1400,A,Hato Rey
002002,20120331,2012,1,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2012Q1,2012Q1,20120420,0.0000,,,,,27197.7360,,,751.2000,,,,,,,,,0.0500,A,Hato Rey
002002,20120630,2012,2,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2012Q2,2012Q2,20120718,0.0000,,,,,27414.7800,,,316.2000,,,,,,,,,1.1000,A,Hato Rey
002002,20120930,2012,3,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2012Q3,2012Q3,20121019,0.0000,,,,,26319.4990,,,1206.2000,,,,,,,,,1.5500,A,Hato Rey
002002,20121231,2012,4,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2012Q4,2012Q4,20130124,0.0000,,,,,27000.6130,,,1911.2000,,,,,,,,,2.3500,A,Hato Rey
002002,20130331,2013,1,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2013Q1,2013Q1,20130418,0.0000,,,,,27013.2170,,,2474.6780,,,,,,,,,-1.1800,A,Hato Rey
002002,20130630,2013,2,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2013Q2,2013Q2,20130718,0.0000,,,,,26759.4280,,,2156.7080,,,,,,,,,2.0000,A,Hato Rey
002002,20130930,2013,3,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2013Q3,2013Q3,20131023,0.0000,,,,,26395.0540,,,1877.2110,,,,,,,,,4.2200,A,Hato Rey
002002,20131231,2013,4,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2013Q4,2013Q4,20140123,0.0000,,,,,26711.1450,,,1345.5200,,,,,,,,,5.8000,A,Hato Rey
002002,20140331,2014,1,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2014Q1,2014Q1,20140422,0.0000,,,,,27265.6510,,,1467.2150,,,,,,,,,0.8300,A,Hato Rey
002002,20140630,2014,2,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2014Q2,2014Q2,20140724,0.0000,,,,,24901.1520,,,1363.6790,,,,,,,,,-4.1500,A,Hato Rey
002002,20140930,2014,3,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2014Q3,2014Q3,20141022,0.0000,,,,,24466.1050,,,1087.0070,,,,,,,,,-3.5500,A,Hato Rey
002002,20141231,2014,4,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2014Q4,2014Q4,20150122,0.0000,,,,,24807.5350,,,1175.8190,,,,,,,,,-3.0800,A,Hato Rey
002002,20150331,2015,1,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2015Q1,2015Q1,20150427,0.0000,,,,,27273.6890,,,964.2920,,,,,,,,,0.7200,A,Hato Rey
002002,20150630,2015,2,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2015Q2,2015Q2,20150724,0.0000,,,,,27750.6940,,,893.7060,,,,,,,,,6.5200,A,Hato Rey
002002,20150930,2015,3,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2015Q3,2015Q3,20151023,0.0000,,,,,26713.2060,,,704.2100,,,,,,,,,7.3400,A,Hato Rey
002002,20151231,2015,4,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2015Q4,2015Q4,20160126,0.0000,,,,,27209.7230,,,763.3450,,,,,,,,,8.6600,A,Hato Rey
002002,20160331,2016,1,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2016Q1,2016Q1,20160425,0.0000,,,,,27526.5930,,,766.5240,,,,,,,,,0.8100,A,Hato Rey
002002,20160630,2016,2,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2016Q2,2016Q2,20160726,0.0000,,,,,28737.8560,,,852.8040,,,,,,,,,1.6700,A,Hato Rey
002002,20160930,2016,3,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2016Q3,2016Q3,20161025,0.0000,,,,,30327.0450,,,766.4510,,,,,,,,,2.1100,A,Hato Rey
002002,20161231,2016,4,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2016Q4,2016Q4,20170124,0.0000,,,,,30496.2240,,,480.6250,,,,,,,,,2.0600,A,Hato Rey
002002,20170331,2017,1,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2017Q1,2017Q1,20170425,0.0000,,,,,32212.5790,,,435.9140,,,,,,,,,0.8900,A,Hato Rey
002002,20170630,2017,2,12,INDL,C,D,STD,BPOP,POPULAR INC,DS,USD,2017Q2,2017Q2,20170726,0.0000,,,,,33122.0330,,,407.5850,,,,,,,,,1.8300,A,Hato Rey
002005,20101231,2010,4,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2010Q4,2010Q4,20110124,0.0000,,,,,9888.9950,,,1916.7620,,,,,,,,,3.8300,A,Honolulu
002005,20110331,2011,1,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2011Q1,2011Q1,20110418,0.0000,,,,,9912.3910,,,1761.4610,,,,,,,,,0.8900,A,Honolulu
002005,20110630,2011,2,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2011Q2,2011Q2,20110725,0.0000,,,,,9979.0340,,,1889.9680,,,,,,,,,1.6300,A,Honolulu
002005,20110930,2011,3,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2011Q3,2011Q3,20111024,0.0000,,,,,10009.0130,,,1945.5480,,,,,,,,,2.5500,A,Honolulu
002005,20111231,2011,4,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2011Q4,2011Q4,20120123,0.0000,,,,,10592.6230,,,1336.7890,,,,,,,,,3.4000,A,Honolulu
002005,20120331,2012,1,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2012Q1,2012Q1,20120423,0.0000,,,,,10621.1700,,,1836.6700,,,,,,,,,0.9600,A,Honolulu
002005,20120630,2012,2,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2012Q2,2012Q2,20120723,0.0000,,,,,11547.9930,,,1079.4090,,,,,,,,,1.8600,A,Honolulu
002005,20120930,2012,3,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2012Q3,2012Q3,20121022,0.0000,,,,,11220.5470,,,829.0220,,,,,,,,,2.7800,A,Honolulu
002005,20121231,2012,4,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2012Q4,2012Q4,20130130,0.0000,,,,,11529.4820,,,770.2430,,,,,,,,,3.6800,A,Honolulu
002005,20130331,2013,1,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2013Q1,2013Q1,20130422,0.0000,,,,,11251.8600,,,815.0140,,,,,,,,,0.8100,A,Honolulu
002005,20130630,2013,2,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2013Q2,2013Q2,20130722,0.0000,,,,,11449.1980,,,876.2200,,,,,,,,,1.6600,A,Honolulu
002005,20130930,2013,3,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2013Q3,2013Q3,20131028,0.0000,,,,,11608.1340,,,857.2220,,,,,,,,,2.5100,A,Honolulu
002005,20131231,2013,4,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2013Q4,2013Q4,20140127,0.0000,,,,,11914.6560,,,100.4110,,,,,,,,,3.3900,A,Honolulu
002005,20140331,2014,1,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2014Q1,2014Q1,20140421,0.0000,,,,,12044.4730,,,807.5700,,,,,,,,,0.8700,A,Honolulu
002005,20140630,2014,2,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2014Q2,2014Q2,20140728,0.0000,,,,,12670.0340,,,754.0930,,,,,,,,,1.8100,A,Honolulu
002005,20140930,2014,3,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2014Q3,2014Q3,20141027,0.0000,,,,,12361.4410,,,708.6620,,,,,,,,,2.7700,A,Honolulu
002005,20141231,2014,4,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2014Q4,2014Q4,20150126,0.0000,,,,,12633.0890,,,72.7840,,,,,,,,,3.7100,A,Honolulu
002005,20150331,2015,1,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2015Q1,2015Q1,20150420,0.0000,,,,,12979.6160,,,680.7880,,,,,,,,,0.9800,A,Honolulu
002005,20150630,2015,2,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2015Q2,2015Q2,20150727,0.0000,,,,,13090.6950,,,680.7690,,,,,,,,,1.9300,A,Honolulu
002005,20150930,2015,3,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2015Q3,2015Q3,20151026,0.0000,,,,,12936.9620,,,640.5970,,,,,,,,,2.7200,A,Honolulu
002005,20151231,2015,4,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2015Q4,2015Q4,20160125,0.0000,,,,,13251.1030,,,136.0900,,,,,,,,,3.7200,A,Honolulu
002005,20160331,2016,1,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2016Q1,2016Q1,20160425,0.0000,,,,,13488.8920,,,594.5260,,,,,,,,,1.1700,A,Honolulu
002005,20160630,2016,2,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2016Q2,2016Q2,20160725,0.0000,,,,,13643.8070,,,594.1180,,,,,,,,,2.2100,A,Honolulu
002005,20160930,2016,3,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2016Q3,2016Q3,20161024,0.0000,,,,,13808.3650,,,561.2990,,,,,,,,,3.2300,A,Honolulu
002005,20161231,2016,4,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2016Q4,2016Q4,20170123,0.0000,,,,,14320.2400,,,32.9940,,,,,,,,,4.2600,A,Honolulu
002005,20170331,2017,1,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2017Q1,2017Q1,20170424,0.0000,,,,,14476.5330,,,509.9080,,,,,,,,,1.2100,A,Honolulu
002005,20170630,2017,2,12,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,DS,USD,2017Q2,2017Q2,20170724,0.0000,,,,,14784.6490,,,505.2920,,,,,,,,,2.2600,A,Honolulu
002968,20101231,2010,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,DS,USD,2010Q4,2010Q4,20110114,0.0000,,,,,930369.0000,,,369316.0000,,,,,,,,,3.9800,A,New York
002968,20110331,2011,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,DS,USD,2011Q1,2011Q1,20110413,0.0000,,,,,995829.0000,,,331466.0000,,,,,,,,,1.2900,A,New York
002968,20110630,2011,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,DS,USD,2011Q2,2011Q2,20110714,0.0000,,,,,1048685.0000,,,305284.0000,,,,,,,,,2.5700,A,New York
002968,20110930,2011,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,DS,USD,2011Q3,2011Q3,20111013,0.0000,,,,,1092708.0000,,,289658.0000,,,,,,,,,3.6000,A,New York
002968,20111231,2011,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,DS,USD,2011Q4,2011Q4,20120113,0.0000,,,,,1127806.0000,,,287071.0000,,,,,,,,,4.5000,A,New York
002968,20120331,2012,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,DS,USD,2012Q1,2012Q1,20120413,0.0000,,,,,1128512.0000,,,301060.0000,,,,,,,,,1.2000,A,New York
002968,20120630,2012,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,DS,USD,2012Q2,2012Q2,20120713,0.0000,,,,,1115886.0000,,,312220.0000,,,,,,,,,2.4100,A,New York
002968,20120930,2012,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,DS,USD,2012Q3,2012Q3,20121012,0.0000,,,,,1139611.0000,,,312692.0000,,,,,,,,,3.8200,A,New York
002968,20121231,2012,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,DS,USD,2012Q4,2012Q4,20130116,0.0000,,,,,1193593.0000,,,295470.0000,,,,,,,,,5.2200,A,New York
