gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,tic,conm,acctstdq,curcdq,datacqtr,datafqtr,rdq,acchgq,acoq,actq,altoq,ancq,apq,billexceq,ceiexbillq,dlcq,drcq,drltq,dvintfq,finaoq,finreccq,uddq,udmbq,urectq,epspiy,costat,city
013041,20151231,2015,4,12,INDL,C,D,STD,SNV,SYNOVUS FINANCIAL CORP,DS,USD,2015Q4,2015Q4,20160119,0.0000,,,,,23242.6610,,,177.0250,,,,,,,,,1.6300,A,Columbus
013041,20160331,2016,1,12,INDL,C,D,STD,SNV,SYNOVUS FINANCIAL CORP,DS,USD,2016Q1,2016Q1,20160419,0.0000,,,,,23449.9280,,,203.9790,,,,,,,,,0.3900,A,Columbus
013041,20160630,2016,2,12,INDL,C,D,STD,SNV,SYNOVUS FINANCIAL CORP,DS,USD,2016Q2,2016Q2,20160719,0.0000,,,,,23925.9220,,,247.1790,,,,,,,,,0.8500,A,Columbus
013041,20160930,2016,3,12,INDL,C,D,STD,SNV,SYNOVUS FINANCIAL CORP,DS,USD,2016Q3,2016Q3,20161018,0.0000,,,,,24192.0030,,,195.0250,,,,,,,,,1.3600,A,Columbus
013041,20161231,2016,4,12,INDL,C,D,STD,SNV,SYNOVUS FINANCIAL CORP,DS,USD,2016Q4,2016Q4,20170117,0.0000,,,,,24648.0600,,,159.6990,,,,,,,,,1.9000,A,Columbus
013041,20170331,2017,1,12,INDL,C,D,STD,SNV,SYNOVUS FINANCIAL CORP,DS,USD,2017Q1,2017Q1,20170417,0.0000,,,,,25105.7120,,,146.4800,,,,,,,,,0.5700,A,Columbus
013041,20170630,2017,2,12,INDL,C,D,STD,SNV,SYNOVUS FINANCIAL CORP,DS,USD,2017Q2,2017Q2,20170718,0.0000,,,,,25218.8160,,,150.3790,,,,,,,,,1.1700,A,Columbus
013988,20101231,2010,4,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2010Q4,2010Q4,20110118,0.0000,172.0000,,245.0000,,82840.0000,,,6.0000,0.0000,0.0000,,,,,,,0.3800,A,San Francisco
013988,20110331,2011,1,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2011Q1,2011Q1,20110415,0.0000,0.0000,,958.0000,,84991.0000,,,,0.0000,0.0000,,,,,,,0.2000,A,San Francisco
013988,20110630,2011,2,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2011Q2,2011Q2,20110718,0.0000,0.0000,,957.0000,,87612.0000,,,87.0000,0.0000,0.0000,,,,,,,0.4000,A,San Francisco
013988,20110930,2011,3,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2011Q3,2011Q3,20111017,0.0000,0.0000,,774.0000,,92031.0000,,,35.0000,0.0000,0.0000,,,,,,,0.5800,A,San Francisco
013988,20111231,2011,4,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2011Q4,2011Q4,20120118,0.0000,153.0000,,136.0000,,97441.0000,,,6.0000,0.0000,0.0000,,,,,,,0.7000,A,San Francisco
013988,20120331,2012,1,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2012Q1,2012Q1,20120416,0.0000,0.0000,,783.0000,,99835.0000,,,,0.0000,0.0000,,,,,,,0.1500,A,San Francisco
013988,20120630,2012,2,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2012Q2,2012Q2,20120717,0.0000,0.0000,,767.0000,,99422.0000,,,,0.0000,0.0000,,,,,,,0.3600,A,San Francisco
013988,20120930,2012,3,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2012Q3,2012Q3,20121015,0.0000,0.0000,,775.0000,,104962.0000,,,,0.0000,0.0000,,,,,,,0.5400,A,San Francisco
013988,20121231,2012,4,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2012Q4,2012Q4,20130116,0.0000,114.0000,,73.0000,,120775.0000,,,306.0000,0.0000,0.0000,,,,,,,0.6900,A,San Francisco
013988,20130331,2013,1,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2013Q1,2013Q1,20130415,0.0000,0.0000,,787.0000,,120464.0000,,,,0.0000,0.0000,,,,,,,0.1500,A,San Francisco
013988,20130630,2013,2,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2013Q2,2013Q2,20130716,0.0000,0.0000,,758.0000,,123347.0000,,,,0.0000,0.0000,,,,,,,0.3300,A,San Francisco
013988,20130930,2013,3,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2013Q3,2013Q3,20131015,0.0000,0.0000,,770.0000,,126926.0000,,,,0.0000,0.0000,,,,,,,0.5500,A,San Francisco
013988,20131231,2013,4,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2013Q4,2013Q4,20140116,0.0000,85.0000,,103.0000,,129772.0000,,,6.0000,0.0000,0.0000,,,,,,,0.7800,A,San Francisco
013988,20140331,2014,1,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2014Q1,2014Q1,20140415,0.0000,0.0000,,740.0000,,129817.0000,,,,0.0000,0.0000,,,,,,,0.2400,A,San Francisco
013988,20140630,2014,2,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2014Q2,2014Q2,20140716,0.0000,0.0000,,780.0000,,128897.0000,,,,0.0000,0.0000,,,,,,,0.4700,A,San Francisco
013988,20140930,2014,3,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2014Q3,2014Q3,20141015,0.0000,0.0000,,781.0000,,132575.0000,,,,0.0000,0.0000,,,,,,,0.7100,A,San Francisco
013988,20141231,2014,4,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2014Q4,2014Q4,20150116,0.0000,110.0000,,59.0000,,139124.0000,,,357.0000,0.0000,0.0000,,,,,,,0.9600,A,San Francisco
013988,20150331,2015,1,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2015Q1,2015Q1,20150415,0.0000,0.0000,,856.0000,,143530.0000,,,,0.0000,0.0000,,,,,,,0.2200,A,San Francisco
013988,20150630,2015,2,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2015Q2,2015Q2,20150716,0.0000,0.0000,,882.0000,,146909.0000,,,,0.0000,0.0000,,,,,,,0.4700,A,San Francisco
013988,20150930,2015,3,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2015Q3,2015Q3,20151015,0.0000,0.0000,,966.0000,,152764.0000,,,,0.0000,0.0000,,,,,,,0.7500,A,San Francisco
013988,20151231,2015,4,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2015Q4,2015Q4,20160119,0.0000,101.0000,,264.0000,,165275.0000,,,7.0000,0.0000,0.0000,,,,,,,1.0400,A,San Francisco
013988,20160331,2016,1,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2016Q1,2016Q1,20160415,0.0000,0.0000,,1185.0000,,170819.0000,,,800.0000,0.0000,0.0000,,,,,,,0.3000,A,San Francisco
013988,20160630,2016,2,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2016Q2,2016Q2,20160718,0.0000,0.0000,,1291.0000,,173366.0000,,,5000.0000,0.0000,0.0000,,,,,,,0.6000,A,San Francisco
013988,20160930,2016,3,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2016Q3,2016Q3,20161017,0.0000,0.0000,,1292.0000,,186088.0000,,,3001.0000,0.0000,0.0000,,,,,,,0.9600,A,San Francisco
013988,20161231,2016,4,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2016Q4,2016Q4,20170118,0.0000,90.0000,,218.0000,,201755.0000,,,258.0000,0.0000,0.0000,,,,,,,1.3200,A,San Francisco
013988,20170331,2017,1,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2017Q1,2017Q1,20170418,0.0000,0.0000,,1317.0000,,203799.0000,,,600.0000,0.0000,0.0000,,,,,,,0.3900,A,San Francisco
013988,20170630,2017,2,12,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,DS,USD,2017Q2,2017Q2,20170718,0.0000,0.0000,,1432.0000,,197273.0000,,,300.0000,0.0000,0.0000,,,,,,,0.7900,A,San Francisco
014140,20101231,2010,4,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2010Q4,2010Q4,20110203,0.0000,,,,,839448.8310,,,164335.1000,,,,,,,,,1.2500,A,Madrid
014140,20110331,2011,1,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2011Q1,2011Q1,20110428,0.0000,,,,,989949.0030,,,0.0000,,,,,,,,,0.3300,A,Madrid
014140,20110630,2011,2,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2011Q2,2011Q2,20110727,0.0000,,,,,1031557.6420,,,0.0000,,,,,,,,,0.6500,A,Madrid
014140,20110930,2011,3,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2011Q3,2011Q3,20111027,0.0000,,,,,979677.6110,,,0.0000,,,,,,,,,0.8000,A,Madrid
014140,20111231,2011,4,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2011Q4,2011Q4,20120229,0.0000,,,,,850398.3120,,,155879.6760,,,,,,,,,0.7800,A,Madrid
014140,20120331,2012,1,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2012Q1,2012Q1,20120426,0.0000,,,,,1037039.8500,,,0.0000,,,,,,,,,0.2300,A,Madrid
014140,20120630,2012,2,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2012Q2,2012Q2,20120726,0.0000,,,,,1001814.5760,,,0.0000,,,,,,,,,0.2300,A,Madrid
014140,20120930,2012,3,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2012Q3,2012Q3,20121025,0.0000,,,,,1004099.8820,,,0.0000,,,,,,,,,0.2400,A,Madrid
014140,20121231,2012,4,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2012Q4,2012Q4,20130201,0.0000,,,,,898109.0090,,,129878.1440,,,,,,,,,0.3000,A,Madrid
014140,20130331,2013,1,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2013Q1,2013Q1,20130425,0.0000,,,,,998239.5220,,,0.0000,,,,,,,,,0.1500,A,Madrid
014140,20130630,2013,2,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2013Q2,2013Q2,20130730,0.0000,,,,,1005891.5680,,,0.0000,,,,,,,,,0.2700,A,Madrid
014140,20130930,2013,3,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2013Q3,2013Q3,20131024,0.0000,,,,,1010218.5650,,,0.0000,,,,,,,,,0.4200,A,Madrid
014140,20131231,2013,4,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2013Q4,2013Q4,20140130,0.0000,,,,,862660.4750,,,125616.2540,,,,,,,,,0.5500,A,Madrid
014140,20140331,2014,1,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2014Q1,2014Q1,20140429,0.0000,,,,,1007069.7680,,,0.0000,,,,,,,,,0.1600,A,Madrid
014140,20140630,2014,2,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2014Q2,2014Q2,20140731,0.0000,,,,,1008064.5190,,,0.0000,,,,,,,,,0.3300,A,Madrid
014140,20140930,2014,3,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2014Q3,2014Q3,20141104,0.0000,,,,,980228.2950,,,0.0000,,,,,,,,,0.4700,A,Madrid
014140,20141231,2014,4,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2014Q4,2014Q4,20150203,0.0000,,,,,843420.3390,,,128285.1210,,,,,,,,,0.5800,A,Madrid
014140,20150331,2015,1,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2015Q1,2015Q1,20150428,0.0000,,,,,912367.3920,,,0.0000,,,,,,,,,0.1300,A,Madrid
014140,20150630,2015,2,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2015Q2,2015Q2,20150730,0.0000,,,,,944042.2130,,,0.0000,,,,,,,,,0.3300,A,Madrid
014140,20150930,2015,3,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2015Q3,2015Q3,20151029,0.0000,,,,,936500.7300,,,0.0000,,,,,,,,,0.4000,A,Madrid
014140,20151231,2015,4,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2015Q4,2015Q4,20160127,0.0000,,,,,828965.1990,,,103272.3480,,,,,,,,,0.4300,A,Madrid
014140,20160331,2016,1,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2016Q1,2016Q1,20160427,0.0000,,,,,957216.7390,,,0.0000,,,,,,,,,0.1300,A,Madrid
014140,20160630,2016,2,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2016Q2,2016Q2,20160726,0.0000,,,,,917151.9390,,,0.0000,,,,,,,,,0.2100,A,Madrid
014140,20160930,2016,3,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2016Q3,2016Q3,20161028,0.0000,,,,,926168.5310,,,0.0000,,,,,,,,,0.3500,A,Madrid
014140,20161231,2016,4,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2016Q4,2016Q4,20170124,0.0000,,,,,841626.4640,,,45278.6320,,,,,,,,,0.4300,A,Madrid
014140,20170331,2017,1,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2017Q1,2017Q1,20170426,0.0000,,,,,929866.9510,,,0.0000,,,,,,,,,0.1300,A,Madrid
014140,20170630,2017,2,12,INDL,C,D,STD,SAN,BANCO SANTANDER SA,DI,USD,2017Q2,2017Q2,20170728,0.0000,,,,,1104519.7570,,,0.0000,,,,,,,,,0.2700,A,Madrid
014275,20101231,2010,4,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2010Q4,2010Q4,20110127,,,,,,19235.7490,,,0.0000,,,,,,,,,2.1800,A,San Francisco
014275,20110331,2011,1,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2011Q1,2011Q1,20110420,,,,,,20028.5260,,,0.0000,,,,,,,,,0.6900,A,San Francisco
014275,20110630,2011,2,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2011Q2,2011Q2,20110720,,,,,,19939.8480,,,0.0000,,,,,,,,,1.3500,A,San Francisco
014275,20110930,2011,3,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2011Q3,2011Q3,20111020,,,,,,21770.0400,,,0.0000,,,,,,,,,2.0300,A,San Francisco
014275,20111231,2011,4,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2011Q4,2011Q4,20120117,,,,,,22459.2590,,,0.0000,,,,,,,,,2.7300,A,San Francisco
014275,20120331,2012,1,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2012Q1,2012Q1,20120418,,,,,,23254.9610,,,0.0000,,,,,,,,,0.6900,A,San Francisco
014275,20120630,2012,2,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2012Q2,2012Q2,20120718,,,,,,24215.3030,,,0.0000,,,,,,,,,1.3100,A,San Francisco
014275,20120930,2012,3,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2012Q3,2012Q3,20121017,,,,,,25704.0780,,,0.0000,,,,,,,,,2.0600,A,San Francisco
014275,20121231,2012,4,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2012Q4,2012Q4,20130116,,,,,,27088.2470,,,0.0000,,,,,,,,,2.8500,A,San Francisco
014275,20130331,2013,1,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2013Q1,2013Q1,20130415,,,,,,26853.1140,,,810.0000,,,,,,,,,0.8800,A,San Francisco
014275,20130630,2013,2,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2013Q2,2013Q2,20130717,,,,,,28228.6410,,,370.0000,,,,,,,,,1.6600,A,San Francisco
014275,20130930,2013,3,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2013Q3,2013Q3,20131015,,,,,,31290.3690,,,0.0000,,,,,,,,,2.4400,A,San Francisco
014275,20131231,2013,4,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2013Q4,2013Q4,20140116,,,,,,32082.7160,,,0.0000,,,,,,,,,3.2100,A,San Francisco
014275,20140331,2014,1,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2014Q1,2014Q1,20140416,,,,,,33567.9380,,,0.0000,,,,,,,,,0.7600,A,San Francisco
014275,20140630,2014,2,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2014Q2,2014Q2,20140716,,,,,,35034.4790,,,0.0000,,,,,,,,,1.5400,A,San Francisco
014275,20140930,2014,3,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2014Q3,2014Q3,20141016,,,,,,35607.4070,,,0.0000,,,,,,,,,2.4300,A,San Francisco
014275,20141231,2014,4,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2014Q4,2014Q4,20150115,,,,,,37130.9290,,,0.0000,,,,,,,,,3.1600,A,San Francisco
014275,20150331,2015,1,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2015Q1,2015Q1,20150416,,,,,,39939.1900,,,0.0000,,,,,,,,,0.7300,A,San Francisco
014275,20150630,2015,2,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2015Q2,2015Q2,20150716,,,,,,41887.5660,,,100.0000,,,,,,,,,1.5600,A,San Francisco
014275,20150930,2015,3,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2015Q3,2015Q3,20151015,,,,,,44342.9440,,,100.0000,,,,,,,,,2.4000,A,San Francisco
014275,20151231,2015,4,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2015Q4,2015Q4,20160114,,,,,,47893.4650,,,100.0000,,,,,,,,,3.2700,A,San Francisco
014275,20160331,2016,1,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2016Q1,2016Q1,20160414,,,,,,50935.2550,,,100.0000,,,,,,,,,0.9700,A,San Francisco
014275,20160630,2016,2,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2016Q2,2016Q2,20160714,,,,,,51161.2430,,,950.0000,,,,,,,,,1.9700,A,San Francisco
014275,20160930,2016,3,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2016Q3,2016Q3,20161013,,,,,,55061.6970,,,200.0000,,,,,,,,,3.0000,A,San Francisco
014275,20161231,2016,4,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2016Q4,2016Q4,20170113,,,,,,58602.3810,,,100.0000,,,,,,,,,4.0700,A,San Francisco
014275,20170331,2017,1,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2017Q1,2017Q1,20170413,,,,,,61207.2480,,,100.0000,,,,,,,,,1.0400,A,San Francisco
014275,20170630,2017,2,12,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,DS,USD,2017Q2,2017Q2,20170714,,,,,,63293.7060,,,150.0000,,,,,,,,,2.1400,A,San Francisco
014842,20120331,2012,1,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2012Q1,2012Q1,,0.0000,,,,,,,,,,,,,,,,,-0.0800,A,Jersey City
014842,20120630,2012,2,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2012Q2,2012Q2,,0.0000,,,,,,,,,,,,,,,,,-0.1400,A,Jersey City
014842,20120930,2012,3,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2012Q3,2012Q3,,0.0000,,,,,,,,,,,,,,,,,-0.2200,A,Jersey City
014842,20121231,2012,4,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2012Q4,2012Q4,20130329,0.0000,0.0000,,0.6730,,0.0000,,,,0.0000,0.0000,,,,,,,-0.3100,A,Jersey City
014842,20130331,2013,1,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2013Q1,2013Q1,20130515,0.0000,0.0000,,0.5640,,0.0000,,,,0.0000,0.0000,,,,,,,-0.1000,A,Jersey City
014842,20130630,2013,2,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2013Q2,2013Q2,20130814,0.0000,0.0000,,0.5190,,0.0000,,,,0.0000,0.0000,,,,,,,-0.1300,A,Jersey City
014842,20130930,2013,3,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2013Q3,2013Q3,20131114,0.0000,0.0000,,0.8430,,0.0000,,,,0.0000,0.0000,,,,,,,-0.2100,A,Jersey City
014842,20131231,2013,4,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2013Q4,2013Q4,20140331,0.0000,0.0000,,0.7130,,0.0000,,,,0.0000,0.0000,,,,,,,-0.2900,A,Jersey City
014842,20140331,2014,1,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2014Q1,2014Q1,20140515,0.0000,0.0000,,0.5200,,0.0000,,,,0.0000,0.0000,,,,,,,-0.0300,A,Jersey City
014842,20140630,2014,2,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2014Q2,2014Q2,20140814,0.0000,0.0000,,0.6200,,0.0000,,,,0.0000,0.0000,,,,,,,-0.1200,A,Jersey City
014842,20140930,2014,3,12,INDL,C,D,STD,FCRM,FRANKLIN CR MGMT CORP,DS,USD,2014Q3,2014Q3,20141114,0.0000,0.0000,,0.7450,,0.0000,,,,0.0000,0.0000,,,,,,,0.1500,A,Jersey City
015136,20101231,2010,3,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2010Q4,2010Q3,20110210,0.0000,0.0000,,3224.0000,,1092.0000,,,20866.0000,,1771.0000,,,,,,,,A,Torrance
015136,20110331,2010,4,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2011Q1,2010Q4,20110602,0.0000,0.0000,,2855.0000,,855.0000,,,44771.0000,,1764.0000,,,,,,,,A,Torrance
015136,20110630,2011,1,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2011Q2,2011Q1,20110802,0.0000,0.0000,,3089.0000,,953.0000,,,17705.0000,,1750.0000,,,,,,,,A,Torrance
015136,20110930,2011,2,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2011Q3,2011Q2,20111108,0.0000,0.0000,,2441.0000,,896.0000,,,18585.0000,,1727.0000,,,,,,,,A,Torrance
015136,20111231,2011,3,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2011Q4,2011Q3,20120208,0.0000,0.0000,,2327.0000,,1004.0000,,,21190.0000,,1702.0000,,,,,,,,A,Torrance
015136,20120331,2011,4,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2012Q1,2011Q4,20120606,0.0000,0.0000,,1474.0000,,716.0000,,,39022.0000,,1696.0000,,,,,,,,A,Torrance
015136,20120630,2012,1,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2012Q2,2012Q1,20120803,0.0000,0.0000,,1651.0000,,750.0000,,,24634.0000,,1708.0000,,,,,,,,A,Torrance
015136,20120930,2012,2,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2012Q3,2012Q2,20121107,0.0000,0.0000,,1452.0000,,719.0000,,,24173.0000,,1728.0000,,,,,,,,A,Torrance
015136,20121231,2012,3,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2012Q4,2012Q3,20130214,0.0000,0.0000,,1524.0000,,822.0000,,,24921.0000,,1749.0000,,,,,,,,A,Torrance
015136,20130331,2012,4,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2013Q1,2012Q4,20130614,0.0000,0.0000,,1612.0000,,685.0000,,,40709.0000,,1783.0000,,,,,,,,A,Torrance
015136,20130630,2013,1,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2013Q2,2013Q1,20130812,0.0000,0.0000,,1582.0000,,773.0000,,,23876.0000,,1840.0000,,,,,,,,A,Torrance
015136,20130930,2013,2,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2013Q3,2013Q2,20131112,0.0000,0.0000,,1791.0000,,790.0000,,,27517.0000,,1913.0000,,,,,,,,A,Torrance
015136,20131231,2013,3,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2013Q4,2013Q3,20140212,0.0000,0.0000,,1824.0000,,867.0000,,,27012.0000,,1955.0000,,,,,,,,A,Torrance
015136,20140331,2013,4,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2014Q1,2013Q4,20140529,0.0000,0.0000,,1738.0000,,746.0000,,,44944.0000,,1997.0000,,,,,,,,A,Torrance
015136,20140630,2014,1,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2014Q2,2014Q1,20140812,0.0000,0.0000,,1852.0000,,834.0000,,,25524.0000,,2062.0000,,,,,,,,A,Torrance
015136,20140930,2014,2,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2014Q3,2014Q2,20141114,0.0000,0.0000,,2009.0000,,823.0000,,,27138.0000,,2135.0000,,,,,,,,A,Torrance
015136,20141231,2014,3,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2014Q4,2014Q3,20150206,0.0000,0.0000,,2052.0000,,951.0000,,,27485.0000,,2182.0000,,,,,,,,A,Torrance
015136,20150331,2014,4,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2015Q1,2014Q4,20150602,0.0000,0.0000,,2137.0000,,855.0000,,,47675.0000,,2230.0000,,,,,,,,A,Torrance
015136,20150630,2015,1,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2015Q2,2015Q1,20150806,0.0000,0.0000,,2194.0000,,937.0000,,,26854.0000,,2301.0000,,,,,,,,A,Torrance
015136,20150930,2015,2,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2015Q3,2015Q2,20151105,0.0000,0.0000,,4589.0000,,899.0000,,,27558.0000,,2362.0000,,,,,,,,A,Torrance
015136,20151231,2015,3,3,INDL,C,D,STD,5672A,TOYOTA MOTOR CREDIT CORP,DS,USD,2015Q4,2015Q3,20160210,0.0000,0.0000,,2565.0000,,1027.0000,,,26847.0000,,2410.0000,,,,,,,,A,Torrance
