ppid,brand,stars,category
P403717,Formula X,,
P416411,Clinique,4.2,Makeup:Lip:Lip Sets
P406053,Benefit Cosmetics,4.3676,Makeup:Cheek:Blush
P406286,Iles Formula,4.1714,Hair:Shampoo & Conditioner:Shampoo
P411400,It Cosmetics,3.2759,Skincare:Treatments:Face Serums
P417342,Natasha Denona,5.0,Makeup:Lip:Lip Gloss
P392350,Marc Jacobs Beauty,4.4035,Makeup:Face:Contour
P415619,Dior,4.1875,Skincare:Moisturizers:Moisturizers
P388626,Briogeo,4.188,Hair:Shampoo & Conditioner:Conditioner
P404819,Kevyn Aucoin,5.0,Makeup:Brushes & Applicators:Face Brushes
P411896,Show Beauty,0.0,Hair:Shampoo & Conditioner:Conditioner
P385582,Guerlain,3.75,Makeup:Brushes & Applicators:Face Brushes
P384346,Benefit Cosmetics,4.1667,Makeup:Lip:Lip Stain
P381768,Nest,5.0,Fragrance:Candles & Home Scents
P378166,Drybar,3.9867,Hair:Hair Tools:Hair Brushes & Combs
P406011,The Estée Edit,4.0882,Makeup:Cheek:Blush
P416566,Becca,4.6686,Makeup:Brushes & Applicators:Face Brushes
P380586,Hanae Mori,5.0,Fragrance:Women:Lotions & Oils
P379832,Beautyblender,4.5979,Makeup:Brushes & Applicators:Sponges & Applicators
P395163,Sephora Collection,4.6089,Skincare:Masks:Face Masks
P406287,Iles Formula,4.5667,Hair:Shampoo & Conditioner:Conditioner
P388688,Jurlique,3.75,Skincare:Moisturizers:Moisturizers
P375118,Hermès,0.0,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P409069,Ciaté London,3.8571,Makeup:Lip:Lip Balm & Treatment
P411917,Christian Louboutin,4.5,Fragrance:Women:Perfume
P409074,Sephora Collection,4.1765,Tools & Brushes:Makeup Brushes & Applicators:Makeup Brush Sets
P419438,Givenchy,5.0,Makeup:Face:Foundation
P417989,Nars,4.9091,Makeup:Eye:Eye Palettes
P104914,Dior,4.4004,Makeup:Face:Foundation
P382504,Clinique,4.2721,Makeup:Face:Face Primer
P409002,Sephora Collection,5.0,Tools & Brushes:Accessories:Makeup & Travel Cases
P410559,Urban Decay,4.7273,Makeup:Brushes & Applicators:Eye Brushes
P401175,Chosungah 22,3.5,Makeup:Cheek:Blush
P404342,Glamglow,3.5545,Skincare:Lip Treatments:Lip Balms & Treatments
P416703,Viktor & Rolf,0.0,Fragrance:Women:Bath & Shower
P388696,Christian Louboutin,3.8333,Makeup:Nail:Nail Polish
P386725,Buxom,4.0336,Makeup:Lip:Lipstick
P406569,Sephora Collection,4.4951,Tools & Brushes:Makeup Brushes & Applicators:Brush Cleaners
P399812,Perfekt,3.7273,Makeup:Face:BB & CC Cream
P417183,Jo Malone London,5.0,Fragrance:Women:Perfume
P415404,Sephora Collection,4.5242,Makeup:Cheek:Highlighter
P386631,Estée Lauder,4.2674,Makeup:Lip:Lipstick
P410485,Igk,4.5789,Hair:Shampoo & Conditioner:Conditioner
P212928,Dior,3.7881,Makeup:Eye:Mascara
P312914,Sephora Collection,4.6262,Makeup:Accessories:Makeup Removers
P380697,Mugler,4.3077,Fragrance:Women:Lotions & Oils
P163604,Acqua Di Parma,4.2239,Fragrance:Men:Cologne
P409026,Sephora Collection,3.9091,Makeup:Eye:Eye Palettes
P398985,Burberry,4.3301,Makeup:Lip:Lipstick
P419006,Kevyn Aucoin,1.0,Makeup:Face:Setting Spray & Powder
P412021,Bvlgari,5.0,Fragrance:Women:Perfume
P393413,Giorgio Armani Beauty,4.6364,Makeup:Lip:Lipstick
P400905,Black Up,0.0,Makeup:Brushes & Applicators:Eye Brushes
P392500,Living Proof,3.2286,Hair:Hair Styling & Treatments:Hair Styling Products
P415310,Sephora Collection,4.4,Makeup:Brushes & Applicators:Face Brushes
P413432,Erno Laszlo,4.75,Skincare:Cleansers:Face Wash & Cleansers
P411398,It Cosmetics,4.1818,Skincare:Treatments:Face Serums
P412319,Black Up,5.0,Makeup:Lip:Lip Liner
P278001,Alterna Haircare,4.1288,Hair:Shampoo & Conditioner:Shampoo
P397114,Klorane,4.3333,Hair:Shampoo & Conditioner:Shampoo
P413457,Kat Von D,4.7732,Makeup:Eye:Eye Palettes
P408968,Rms Beauty,4.8182,Skincare:Moisturizers:Face Oils
P385669,Givenchy,4.5417,Makeup:Face:Setting Spray & Powder
P313039,Sephora Collection,4.4795,Makeup:Brushes & Applicators:Eye Brushes
P379559,Sephora Collection,4.0282,Makeup:Brushes & Applicators:Brush Sets
P408663,Sephora Collection,4.5798,Makeup:Eye:False Eyelashes
P412024,It Cosmetics,4.1429,Makeup:Brushes & Applicators:Face Brushes
P12564,Hanae Mori,4.5524,Fragrance:Women:Perfume
P416900,Milk Makeup,4.1176,Makeup:Eye:Eye Palettes
P78811,Smashbox,3.894,Skincare:Treatments:Face Serums
P400899,Black Up,0.0,Makeup:Brushes & Applicators:Face Brushes
P407064,Dphue,4.5,Hair:Shampoo & Conditioner:Conditioner
P393101,Sephora Collection,4.4746,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P394161,Sephora Collection,3.9008,Makeup:Brushes & Applicators:Sponges & Applicators
P410809,Algenist,3.0833,Skincare:Eye Care:Eye Creams & Treatments
P309226,Clinique,3.7692,Skincare:Moisturizers:Moisturizers
P406001,Cover Fx,4.137,Makeup:Face:Concealer
P379925,Make Up For Ever,4.0864,Makeup:Eye:Mascara
P387426,Smashbox,3.9809,Makeup:Face:Contour
P415231,Kat Von D,3.8611,Makeup:Face:Setting Spray & Powder
P276319,Sephora Collection,4.3931,Makeup:Accessories:Makeup Removers
P395446,Michael Kors,5.0,Fragrance:Women:Lotions & Oils
P403748,Fresh,3.9123,Skincare:Treatments:Face Serums
P409006,Sephora Collection,2.0,Tools & Brushes:Accessories:Makeup & Travel Cases
P380023,Estée Lauder,3.64,Skincare:Eye Care:Eye Creams & Treatments
P410831,Formula X,4.3,Makeup:Nail:Nail Polish
P388950,Nudestix,3.8696,Makeup:Eye:Mascara
P93518324,,,
P381793,Nest,3.7568,Fragrance:Women:Perfume
P253113,Benefit Cosmetics,3.7797,Makeup:Eye:Eye Primer
P404817,Kevyn Aucoin,4.3333,Makeup:Brushes & Applicators:Face Brushes
P385332,Clinique,3.9153,Makeup:Eye:Eyebrow
P133173,Benefit Cosmetics,4.6229,Makeup:Cheek:Bronzer
P380597,Ralph Lauren,5.0,Fragrance:Men:Bath & Shower
P297552,Bumble And Bumble,4.1389,Hair:Shampoo & Conditioner:Shampoo
P418595,Urban Decay,4.0,Skincare:Moisturizers:Moisturizers
P380571,Acqua Di Parma,3.3333,Fragrance:Men:Body Sprays & Deodorant
P306816,Versace,4.375,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P380673,Laura Mercier,4.3333,Fragrance:Women:Bath & Shower
P393679,Cover Fx,3.7812,Makeup:Brushes & Applicators:Face Brushes
P393999,Dior,4.5,Makeup:Cheek:Bronzer
P399232,Clinique,3.9167,Makeup:Eye:Eyebrow
P411908,Bvlgari,0.0,Fragrance:Women:Bath & Shower
P393175,Tom Ford,5.0,Fragrance:Women:Bath & Shower
P217931,Lancôme,4.1071,Skincare:Cleansers:Toners
P392351,Marc Jacobs Beauty,4.2828,Makeup:Lip:Lipstick
P313007,Sephora Collection,4.6885,Makeup:Brushes & Applicators:Face Brushes
P395448,Michael Kors,5.0,Fragrance:Women:Lotions & Oils
P404721,Laura Mercier,3.6647,Makeup:Face:Foundation
P411570,Sweat Cosmetics,4.6,Skincare:Cleansers:Face Wipes
P417347,Natasha Denona,4.6667,Makeup:Lip:Lipstick
P379413,Too Faced,4.2332,Makeup:Cheek:Bronzer
P406016,The Estée Edit,3.0076,Makeup:Face:Foundation
P292403,Smashbox,4.1937,Makeup:Face:Foundation
P413706,Huda Beauty,4.1057,Makeup:Eye:Eye Palettes
P9864,Mugler,,
P411224,Stila,4.3636,Makeup:Lip:Lip Liner
P407925,Kevyn Aucoin,4.3333,Makeup:Lip:Lip Liner
P393664,Chloé,4.375,Fragrance:Women:Perfume
P382403,Make Up For Ever,4.6667,Makeup:Brushes & Applicators:Eye Brushes
P408411,Briogeo,4.1429,Hair:Hair Styling & Treatments:Hair Styling Products
P380540,Donna Karan,4.8889,Fragrance:Women:Lotions & Oils
P109936,Laura Mercier,4.4274,Makeup:Face:Tinted Moisturizer
P397110,Klorane,3.6,Hair:Shampoo & Conditioner:Leave-In Conditioner
P414063,Nudestix,4.4348,Makeup:Eye:Eye Sets
P234967,Clinique,4.1784,Makeup:Face:Foundation
P378161,Drybar,4.1682,Hair:Hair Tools:Hair Dryers
P417154,Nails Inc.,4.1429,Makeup:Nail:Nail Polish
P311138,Kat Von D,3.964,Makeup:Face:Foundation
P378176,Drybar,3.8966,Hair:Shampoo & Conditioner:Conditioner
P380582,Tocca,4.5,Fragrance:Women:Bath & Shower
P388222,Guerlain,4.3117,Makeup:Lip:Lipstick
P188308,Clinique,3.9588,Skincare:Value & Gift Sets
P394851,Nails Inc.,4.0118,Makeup:Nail:Gel Nails at Home
P419279,Pretty Vulgar,0.0,Makeup:Brushes & Applicators:Eye Brushes
P385606,Sephora Collection,4.6346,Hair:Hair Tools:Hair Brushes & Combs
P386049,Nars,4.0,Makeup:Brushes & Applicators:Eye Brushes
P284507,Sephora Collection,4.3663,Makeup:Eye:Eyeliner
P287901,Lancôme,4.1379,Makeup:Cheek:Bronzer
P395319,Becca,4.4242,Makeup:Face:Contour
P405101,Tarte,4.2832,Makeup:Brushes & Applicators:Face Brushes
P416358,Benefit Cosmetics,3.0,Makeup:Eye:Eye Palettes
P405600,Tarte,2.803,Makeup:Lip:Lip Balm & Treatment
P398967,Aerin,4.3333,Fragrance:Women:Lotions & Oils
P390660,Amazing Cosmetics,4.438,Makeup:Face:Face Primer
P109956,Laura Mercier,4.7217,Makeup:Brushes & Applicators:Eye Brushes
P241301,Too Faced,4.2664,Makeup:Face:Face Primer
P402987,Cinema Secrets,4.3854,Makeup:Face:Setting Spray & Powder
P204725,Urban Decay,4.4141,Makeup:Eye:Eyebrow
P413258,Sephora Collection,3.5,Tools & Brushes:Makeup Brushes & Applicators:Makeup Brush Sets
P280562,Bumble And Bumble,4.2047,Hair:Shampoo & Conditioner:Shampoo
P388062,Boscia,4.0833,Skincare:High Tech Tools:Cleansing
P404758,Maison Margiela,4.1525,Fragrance:Women:Perfume
P407052,Madam C.J. Walker Beauty Culture,3.6667,Hair:Shampoo & Conditioner:Shampoo
P408037,Burberry,4.9259,Fragrance:Men:Cologne
P386195,Supergoop!,3.8609,Bath & Body:Body Moisturizers:Hand Cream & Foot Cream
P407327,Sephora Collection,4.0684,Makeup:Eye:Eyebrow
P384967,Tory Burch,4.1577,Fragrance:Women:Perfume
P404829,Huda Beauty,4.0778,Makeup:Eye:False Eyelashes
P410848,Aerin,3.6667,Fragrance:Women:Lotions & Oils
P380953,Laura Mercier,3.0,Bath & Body:Bath & Shower:Scrub & Exfoliants
P209117,Clinique,4.499,Skincare:Moisturizers:Moisturizers
P417205,Jo Malone London,0.0,Fragrance:Women:Bath & Shower
P385345,Philosophy,3.3,Skincare:Moisturizers:Night Creams
P379526,Sephora Collection,3.0814,Makeup:Brushes & Applicators:Face Brushes
P293302,Lancôme,3.4746,Makeup:Eye:Mascara
P410523,Klorane,5.0,Hair:Shampoo & Conditioner:Leave-In Conditioner
P236816,Dior,4.3809,Makeup:Lip:Lip Balm & Treatment
P411555,Nails Inc.,3.0,Makeup:Nail:Nail Polish
P388509,Atelier Cologne,5.0,Fragrance:Women:Lotions & Oils
P122628,Clinique,4.1818,Makeup:Face:Concealer
P405265,Bvlgari,0.0,Fragrance:Women:Bath & Shower
P405059,Dior,4.1558,Makeup:Face:Foundation
P393605,Nudestix,3.1184,Makeup:Face:Contour
P179007,Clean,4.0781,Fragrance:Women:Perfume
P398353,Sephora Collection,4.4091,Skincare:Cleansers:Face Wash & Cleansers
P417249,Lancôme,4.3333,Makeup:Face:Color Correct
P410223,Sachajuan,4.0,Hair:Shampoo & Conditioner:Shampoo
P375170,Givenchy,4.1444,Makeup:Eye:Mascara
P411811,Sephora Collection,4.7895,Makeup:Eye:False Eyelashes
P417004,Drybar,5.0,Hair:Hair Tools:Hair Dryers
P386141,Clean,0.0,Fragrance:Women:Lotions & Oils
P391767,Dr. Jart+,4.2239,Skincare:Moisturizers:Face Oils
P405294,Milk Makeup,4.3333,Skincare:Moisturizers:Mists & Essences
P408983,Acqua Di Parma,0.0,Men:Skincare:Eye Cream
P380568,Acqua Di Parma,4.0,Fragrance:Men:Bath & Shower
P297134,Sephora Collection,4.7694,Makeup:Nail:Nail Care
P377456,Versace,4.2353,Fragrance:Women:Rollerballs & Travel Size
P410156,Sephora Collection,4.1659,Skincare:Moisturizers:Moisturizers
P410558,Urban Decay,4.6667,Makeup:Brushes & Applicators:Eye Brushes
P385559,Giorgio Armani Beauty,4.6,Fragrance:Men:Cologne
P393412,Giorgio Armani Beauty,4.5,Makeup:Lip:Lip Liner
P386719,Dior,4.2124,Makeup:Eye:Mascara
P397212,Klorane,4.4545,Hair:Shampoo & Conditioner:Shampoo
P255506,Viktor & Rolf,4.6294,Fragrance:Women:Perfume
P377118,Sephora Collection,4.1286,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P404735,Bumble And Bumble,3.0,Hair:Shampoo & Conditioner:Shampoo
P406778,Tarte,4.1034,Makeup:Lip:Lip Gloss
P403974,Bobbi Brown,3.4068,Makeup:Eye:Mascara
P384065,Too Faced,4.5759,Makeup:Brushes & Applicators:Brush Sets
P67617,Tarte,4.274,Makeup:Face:Tinted Moisturizer
P397902,Stila,3.5357,Makeup:Eye:Mascara
P398203,Dior,3.7308,Makeup:Face:Concealer
P380675,Laura Mercier,3.875,Fragrance:Women:Perfume
P124904,Ralph Lauren,4.8,Fragrance:Men:Cologne
P210592,Urban Decay,4.2781,Makeup:Face:Setting Spray & Powder
P283330,Supergoop!,4.1,Skincare:Lip Treatments:Lip Balms & Treatments
P399703,Ciaté London,4.0588,Makeup:Eye:Eyeliner
P390722,Givenchy,4.3931,Makeup:Face:Setting Spray & Powder
P305701,Benefit Cosmetics,3.7021,Makeup:Face:Foundation
P413177,Tarte,4.2883,Makeup:Eye:Eye Palettes
P306859,Dolce&Gabbana,2.3333,Bath & Body:Body Care:Deodorant & Antiperspirant
P410221,Sachajuan,3.5,Hair:Shampoo & Conditioner:Shampoo
P163103,Versace,4.5511,Fragrance:Women:Perfume
P416423,Beautyblender,5.0,Tools & Brushes:Makeup Brushes & Applicators:Brush Cleaners
P394605,Prada,3.6818,Fragrance:Women:Rollerballs & Travel Size
P406003,Lancôme,3.6082,Makeup:Face:Color Correct
P404799,Milk Makeup,4.15,Makeup:Lip:Lipstick
P405261,Bvlgari,4.25,Fragrance:Women:Perfume
P385477,Dior,4.1425,Fragrance:Women:Perfume
P397615,Yves Saint Laurent,4.3778,Makeup:Face:Face Primer
P418014,Benefit Cosmetics,4.1786,Makeup:Cheek:Blush
P376187,Philosophy,4.2,Fragrance:Women:Perfume
P56306,Philosophy,4.5181,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P211616,Clinique,4.275,Makeup:Lip:Lip Gloss
P379509,Sephora Collection,3.9826,Makeup:Face:Foundation
P417189,Jo Malone London,5.0,Fragrance:Women:Perfume
P382399,Make Up For Ever,4.8065,Makeup:Brushes & Applicators:Eye Brushes
P398082,Sephora Collection,3.0669,Makeup:Eye:Eye Palettes
P189147,Benefit Cosmetics,4.0495,Makeup:Face:Face Primer
P377817,Tria,4.1573,Skincare:High Tech Tools:Anti-Aging
P177117,Make Up For Ever,4.2148,Makeup:Face:Foundation
P385743,Shiseido,4.2188,Makeup:Face:Foundation
P401103,Chosungah 22,3.28,Makeup:Eye:Eye Palettes
P387564,Marc Jacobs Fragrances,4.5385,Fragrance:Women:Rollerballs & Travel Size
P381916,Clinique,4.4186,Makeup:Eye:Eyeshadow
P381195,Shiseido,3.7391,Skincare:Eye Care:Eye Creams & Treatments
P408905,Sephora Collection,2.906,Skincare:Masks:Face Masks
P416010,Laura Mercier,4.355,Makeup:Eye:Eye Palettes
P417201,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P260921,Ghd,4.4356,Tools & Brushes:Hair Tools:Hair Straighteners & Flat Irons
P399681,Boscia,3.8824,Skincare:Moisturizers:Mists & Essences
P399737,Lancer,4.4957,Skincare:Cleansers:Exfoliators
P256308,Chloé,4.5871,Fragrance:Women:Perfume
P399831,Becca,4.2169,Makeup:Face:Face Primer
P406659,Ouai,3.525,Hair:Shampoo & Conditioner:Shampoo
P409195,Korres,5.0,Fragrance:Women:Perfume
P387423,Laura Mercier,4.0171,Makeup:Face:Foundation
P270549,Bobbi Brown,4.194,Makeup:Face:Foundation
P385528,Kat Von D,3.4262,Makeup:Eye:Mascara
P252916,Benefit Cosmetics,4.3745,Makeup:Cheek:Blush
P402943,Slip,4.6667,Skincare:High Tech Tools:Anti-Aging
P416815,Olehenriksen,4.5915,Skincare:Cleansers:Face Wash & Cleansers
P375113,Hermès,4.4931,Fragrance:Women:Perfume
P395728,Urban Decay,4.6033,Makeup:Cheek:Blush
P417180,Jo Malone London,5.0,Fragrance:Women:Perfume
P376180,Philosophy,4.519,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P247355,Nars,4.2334,Makeup:Face:Foundation
P383914,Elizabeth And James,4.3534,Fragrance:Women:Perfume
P388764,Aerin,4.2222,Fragrance:Women:Perfume
P418307,Laura Mercier,5.0,Makeup:Lip:Lipstick
P379995,Estée Lauder,4.5106,Skincare:Treatments:Face Serums
P384533,Living Proof,3.8049,Hair:Shampoo & Conditioner:Shampoo
P406541,The Estée Edit,4.7273,Skincare:Cleansers:Face Wash & Cleansers
P391639,Skin Inc.,4.0,Skincare:Treatments:Face Serums
P418599,Urban Decay,1.5714,Skincare:Treatments:Facial Peels
P404107,Becca,3.9786,Makeup:Face:Color Correct
P408432,Tarte,4.4947,Makeup:Eye:Eyeliner
P404803,Milk Makeup,3.717,Makeup:Lip:Lip Stain
P122750,Clinique,4.0879,Makeup:Cheek:Blush
P404238,Smashbox,4.0888,Makeup:Lip:Lip Balm & Treatment
P410248,Bareminerals,4.303,Makeup:Lip:Lipstick
P387849,Sephora Collection,4.1606,Tools & Brushes:Accessories:Mirrors & Sharpeners
P397881,Givenchy,4.3191,Makeup:Face:Concealer
P205020,Lavanila,4.239,Fragrance:Women:Perfume
P389033,Nars,4.4853,Makeup:Lip:Lip Liner
P406535,The Estée Edit,3.9872,Skincare:Masks:Face Masks
P408287,Nudestix,4.4231,Makeup:Lip:Lip Sets
P406041,Sephora Collection,,
P404716,Sephora Collection,4.2708,Makeup:Cheek:Blush
P394809,Surratt Beauty,4.0,Makeup:Brushes & Applicators:Eye Brushes
P405057,Bite Beauty,4.6528,Makeup:Lip:Lipstick
P403328,Sephora Collection,3.7302,Makeup:Face:Color Correct
P388013,Sephora Collection,4.6232,Skincare:Cleansers:Blotting Papers
P378102,Cover Fx,3.6271,Makeup:Eye:Eye Primer
P400894,Black Up,4.0,Makeup:Lip:Lipstick
P277510,Laura Mercier,3.8798,Makeup:Face:Setting Spray & Powder
P384979,Tory Burch,4.9231,Fragrance:Women:Lotions & Oils
P406664,Ouai,4.4286,Hair:Shampoo & Conditioner:Conditioner
P379419,Marc Jacobs Beauty,4.6514,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P393668,Chloé,3.0,Fragrance:Women:Bath & Shower
P408507,Lancôme,4.6667,Makeup:Face:Highlighter
P387634,Clinique,4.3627,Makeup:Cheek:Blush
P380592,Dolce&Gabbana,5.0,Fragrance:Women:Lotions & Oils
P278610,Tarte,4.6297,Makeup:Cheek:Blush
P399348,Burberry,4.4667,Fragrance:Women:Perfume
P404613,Benefit Cosmetics,3.0,Makeup:Cheek:Bronzer
P392805,Atelier Cologne,4.1364,Fragrance:Women:Perfume
P388225,Urban Decay,4.449,Makeup:Eye:Eye Palettes
P380544,Chloé,3.5,Fragrance:Women:Lotions & Oils
P416818,Olehenriksen,4.4636,Skincare:Moisturizers:Moisturizers
P417374,Natasha Denona,3.4,Makeup:Eye:Eyeliner
P394175,Surratt Beauty,3.5,Makeup:Eye:Eyeshadow
P397885,Lavanila,3.4597,Bath & Body:Body Care:Deodorant & Antiperspirant
P385655,Tocca,4.8,Bath & Body:Body Moisturizers:Hand Cream & Foot Cream
P267200,Urban Decay,4.7754,Makeup:Eye:Eye Palettes
P411402,It Cosmetics,3.6107,Makeup:Eye:Under-Eye Concealer
P277401,Clinique,3.559,Makeup:Face:Setting Spray & Powder
P418576,Kevyn Aucoin,0.0,Makeup:Lip:Lipstick
P168103,Dior,4.7294,Fragrance:Men:Cologne
P393363,Sephora Collection,3.7311,Makeup:Accessories:Eyelash Curlers
P405497,Aerin,0.0,Fragrance:Women:Lotions & Oils
P395907,Dior,4.625,Fragrance:Women:Lotions & Oils
P306826,Acqua Di Parma,0.0,Fragrance:Men:Bath & Shower
P400102,Lancer,4.2222,Bath & Body:Bath & Shower:Scrub & Exfoliants
P402738,Tatcha,4.3158,Skincare:Cleansers:Exfoliators
P296843,Ouidad,4.0556,Hair:Shampoo & Conditioner:Shampoo
P370325,Sephora Collection,5.0,Gifts
P417211,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P382410,Make Up For Ever,4.5,Makeup:Brushes & Applicators:Eye Brushes
P312916,Sephora Collection,4.1827,Skincare:Eye Care:Eye Creams & Treatments
P34105,Fresh,4.1659,Bath & Body:Body Care:Deodorant & Antiperspirant
P44903,Pink Sugar,4.5376,Fragrance:Women:Perfume
P406503,Nails Inc.,5.0,Makeup:Nail:Top & Base Coats
P231510,Benefit Cosmetics,4.3268,Makeup:Face:Foundation
P376504,Cover Fx,4.0642,Makeup:Face:Concealer
P382438,Make Up For Ever,4.4667,Makeup:Brushes & Applicators:Face Brushes
P395553,Sephora Collection,4.7333,Makeup:Brushes & Applicators:Face Brushes
P398331,Cover Fx,4.5172,Makeup:Brushes & Applicators:Face Brushes
P415985,Tarte,5.0,Makeup:Brushes & Applicators:Face Brushes
P387827,Becca,3.8864,Makeup:Face:Contour
P392375,Sephora Collection,3.873,Skincare:High Tech Tools:Cleansing
P410548,Urban Decay,3.3479,Makeup:Face:Foundation
P409986,Kat Von D,4.7303,Makeup:Brushes & Applicators:Face Brushes
P410660,Wildfox,3.6667,Fragrance:Women:Rollerballs & Travel Size
P407049,Madam C.J. Walker Beauty Culture,3.7895,Hair:Shampoo & Conditioner:Conditioner
P285155,Alterna Haircare,4.2857,Hair:Shampoo & Conditioner:Shampoo
P407909,Too Faced,4.2628,Makeup:Accessories:Makeup Removers
P395371,Kat Von D,4.6699,Makeup:Brushes & Applicators:Eye Brushes
P296917,Lancôme,4.3214,Skincare:Moisturizers:Moisturizers
P380629,Hermès,2.0,Fragrance:Men:Body Sprays & Deodorant
P313032,Sephora Collection,4.4615,Makeup:Brushes & Applicators:Face Brushes
P396644,Kate Spade New York,5.0,Fragrance:Women:Lotions & Oils
P400560,Christian Louboutin,4.3235,Makeup:Lip:Lipstick
P409068,Ciaté London,4.3939,Makeup:Accessories:Makeup Removers
P380702,Marc Jacobs Beauty,4.006,Makeup:Face:Concealer
P404825,Nars,3.8623,Makeup:Face:Tinted Moisturizer
P276331,Sephora Collection,4.658,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P410668,Bareminerals,3.7273,Makeup:Brushes & Applicators:Face Brushes
P407068,Dphue,3.9873,Hair:Hair Styling & Treatments:Scalp & Hair Treatments
P375115,Hermès,4.5882,Fragrance:Women:Perfume
P404800,Milk Makeup,3.5152,Makeup:Face:Concealer
P223705,Clinique,3.9821,Skincare:Moisturizers:Moisturizers
P406908,Yves Saint Laurent,4.4054,Fragrance:Women:Lotions & Oils
P379422,Marc Jacobs Beauty,4.3,Makeup:Eye:Eyebrow
P405809,Tarte,3.4172,Makeup:Lip:Lipstick
P409988,Kat Von D,4.3747,Makeup:Face:Setting Spray & Powder
P417197,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P380572,Marc Jacobs Fragrances,2.8,Fragrance:Women:Lotions & Oils
P387906,Nars,4.6323,Makeup:Lip:Lipstick
P377710,Yves Saint Laurent,4.4885,Makeup:Lip:Lipstick
P396003,Make Up For Ever,3.0,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P380545,Chloé,4.3902,Fragrance:Women:Bath & Shower
P384963,Hourglass,4.5223,Makeup:Cheek:Blush
P386033,Too Faced,3.7924,Makeup:Lip:Lipstick
P415405,Sephora Collection,4.4928,Makeup:Lip:Lip Stain
P109931,Laura Mercier,4.1252,Makeup:Face:Concealer
P411920,Wildfox,4.6667,Fragrance:Women:Lotions & Oils
P399742,Lancer,4.5,Skincare:Cleansers:Face Wash & Cleansers
P310620,Lancôme,4.0,Makeup:Accessories:Eyelash Curlers
P378306,Sachajuan,4.8571,Hair:Shampoo & Conditioner:Conditioner
P242137,Ouidad,4.1587,Hair:Shampoo & Conditioner:Shampoo
P380676,Laura Mercier,4.1429,Fragrance:Women:Perfume
P411510,Lancôme,3.3649,Makeup:Eye:Eyeliner
P262041,Sephora Collection,4.5121,Skincare:High Tech Tools:Cleansing
P312607,Tokyomilk Dark,4.3636,Bath & Body:Body Moisturizers:Hand Cream & Foot Cream
P270575,Bobbi Brown,3.3429,Makeup:Brushes & Applicators:Face Brushes
P384695,Sephora Collection,4.2778,Makeup:Brushes & Applicators:Eye Brushes
P391917,Make Up For Ever,3.7719,Makeup:Eye:Eyeliner
P217512,Fresh,4.1775,Skincare:Moisturizers:Moisturizers
P382079,Supergoop!,3.8393,Skincare:Eye Care:Eye Creams & Treatments
P407061,Dphue,0.0,Hair:Shampoo & Conditioner:Shampoo
P110010,Laura Mercier,4.4981,Makeup:Brushes & Applicators:Sponges & Applicators
P380973,Clean,3.1111,Fragrance:Women:Lotions & Oils
P399811,Bareminerals,3.9844,Makeup:Face:Concealer
P395770,Aerin,5.0,Fragrance:Women:Lotions & Oils
P409513,Giorgio Armani Beauty,4.1333,Fragrance:Women:Perfume
P399333,Dr. Brandt Skincare,3.6111,Skincare:Moisturizers:Night Creams
P400664,Sephora Collection,4.0,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P385038,Boscia,3.8644,Tools & Brushes:High Tech Tools:Cleansing
P401774,Bobbi Brown,3.9459,Makeup:Face:Concealer
P396525,Bareminerals,3.2941,Makeup:Brushes & Applicators:Face Brushes
P418213,Hourglass,0.0,Makeup:Cheek:Blush
P411243,Marc Jacobs Beauty,4.0,Makeup:Eye:Eye Sets
P400504,Benefit Cosmetics,2.9795,Makeup:Eye:Eye Primer
P139803,Clinique,3.8943,Makeup:Face:Concealer
P411244,Marc Jacobs Beauty,4.0732,Makeup:Makeup Palettes
P417908,Tarte,4.6296,Makeup:Face:Highlighter
P381795,Nest,4.4,Fragrance:Women:Rollerballs & Travel Size
P280563,Bumble And Bumble,3.3854,Hair:Shampoo & Conditioner:Conditioner
P401158,Pmd,4.2,Skincare:High Tech Tools:Anti-Aging
P398538,Estée Lauder,3.6667,Skincare:Treatments:Face Serums
P384505,Clinique,4.3569,Makeup:Eye:Eye Palettes
P408967,Rms Beauty,3.5938,Skincare:Cleansers:Makeup Removers
P285163,Clarisonic,4.589,Skincare:High Tech Tools:Cleansing
P388647,Philosophy,4.5133,Fragrance:Women:Lotions & Oils
P409008,Sephora Collection,4.4375,Tools & Brushes:Accessories:Makeup & Travel Cases
P244510,Living Proof,4.2054,Hair:Shampoo & Conditioner:Conditioner
P387417,Amika,3.5,Hair:Hair Tools:Curling Irons
P389512,Christian Louboutin,3.95,Makeup:Nail:Nail Sets
P393834,Stila,2.9,Makeup:Brushes & Applicators:Face Brushes
