date,cnt_ipo,amt_ipo,prob_ipo,ind_ipo_f7d,ind_ipo_f15d,ind_ipo_f30d,cnt_ipo_f7d,cnt_ipo_f15d,cnt_ipo_f30d,amt_ipo_f7d,amt_ipo_f15d,amt_ipo_f30d,prob_ipo_f7d,prob_ipo_f15d,prob_ipo_f30d,,
2014/1/28,0,0,0,0,1,1,0,3,3,0,7564,7564,0,0.037555556,0.018777778,,
2014/1/29,0,0,0,0,1,1,0,3,3,0,7564,7564,0,0.037555556,0.018777778,,
2014/1/30,0,0,0,0,1,1,0,3,3,0,7564,7564,0,0.037555556,0.018777778,,
2014/1/31,0,0,0,0,1,1,0,3,3,0,7564,7564,0,0.037555556,0.018777778,,
2014/2/1,0,0,0,0,1,1,0,3,3,0,7564,7564,0,0.037555556,0.018777778,,
2014/2/2,0,0,0,0,1,1,0,3,3,0,7564,7564,0,0.037555556,0.018777778,,
2014/2/3,0,0,0,0,1,1,0,3,3,0,7564,7564,0,0.037555556,0.018777778,,
2014/2/4,0,0,0,1,1,1,3,3,3,7564,7564,7564,0.08047619,0.037555556,0.018777778,,
2014/2/5,0,0,0,1,1,1,3,3,3,7564,7564,7564,0.08047619,0.037555556,0.018777778,,
2014/2/6,0,0,0,1,1,1,3,3,3,7564,7564,7564,0.08047619,0.037555556,0.018777778,,
2014/2/7,0,0,0,1,1,1,3,3,3,7564,7564,7564,0.08047619,0.037555556,0.018777778,,
2014/2/8,0,0,0,1,1,1,3,3,3,7564,7564,7564,0.08047619,0.037555556,0.018777778,,
2014/2/9,0,0,0,1,1,1,3,3,3,7564,7564,7564,0.08047619,0.037555556,0.018777778,,
2014/2/10,0,0,0,1,1,1,3,3,3,7564,7564,7564,0.08047619,0.037555556,0.018777778,,
2014/2/11,3,7564,0.563333333,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/2/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/3/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/4/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/5/19,0,0,0,0,0,1,0,0,4,0,0,11835,0,0,0.018916667,,
2014/5/20,0,0,0,0,0,1,0,0,5,0,0,20835,0,0,0.075583333,,
2014/5/21,0,0,0,0,0,1,0,0,6,0,0,22470,0,0,0.100916667,,
2014/5/22,0,0,0,0,0,1,0,0,6,0,0,22470,0,0,0.100916667,,
2014/5/23,0,0,0,0,0,1,0,0,6,0,0,22470,0,0,0.100916667,,
2014/5/24,0,0,0,0,0,1,0,0,8,0,0,34160,0,0,0.128916667,,
2014/5/25,0,0,0,0,0,1,0,0,9,0,0,35685,0,0,0.152583333,,
2014/5/26,0,0,0,0,0,1,0,0,9,0,0,35685,0,0,0.152583333,,
2014/5/27,0,0,0,0,0,1,0,0,9,0,0,35685,0,0,0.152583333,,
2014/5/28,0,0,0,0,0,1,0,0,9,0,0,35685,0,0,0.152583333,,
2014/5/29,0,0,0,0,0,1,0,0,9,0,0,35685,0,0,0.152583333,,
2014/5/30,0,0,0,0,0,1,0,0,9,0,0,35685,0,0,0.152583333,,
2014/5/31,0,0,0,0,0,1,0,0,9,0,0,35685,0,0,0.152583333,,
2014/6/1,0,0,0,0,0,1,0,0,9,0,0,35685,0,0,0.152583333,,
2014/6/2,0,0,0,0,0,1,0,0,9,0,0,35685,0,0,0.152583333,,
2014/6/3,0,0,0,0,1,1,0,4,9,0,11835,35685,0,0.037833333,0.152583333,,
2014/6/4,0,0,0,0,1,1,0,5,9,0,20835,35685,0,0.151166667,0.152583333,,
2014/6/5,0,0,0,0,1,1,0,6,9,0,22470,35685,0,0.201833333,0.152583333,,
2014/6/6,0,0,0,0,1,1,0,6,9,0,22470,35685,0,0.201833333,0.152583333,,
2014/6/7,0,0,0,0,1,1,0,6,9,0,22470,35685,0,0.201833333,0.152583333,,
2014/6/8,0,0,0,0,1,1,0,8,9,0,34160,35685,0,0.257833333,0.152583333,,
2014/6/9,0,0,0,0,1,1,0,9,9,0,35685,35685,0,0.305166667,0.152583333,,
2014/6/10,0,0,0,0,1,1,0,9,10,0,35685,38352,0,0.305166667,0.161916667,,
2014/6/11,0,0,0,1,1,1,4,9,10,11835,35685,38352,0.081071429,0.305166667,0.161916667,,
2014/6/12,0,0,0,1,1,1,5,9,10,20835,35685,38352,0.323928571,0.305166667,0.161916667,,
2014/6/13,0,0,0,1,1,1,6,9,10,22470,35685,38352,0.4325,0.305166667,0.161916667,,
2014/6/14,0,0,0,1,1,1,6,9,10,22470,35685,38352,0.4325,0.305166667,0.161916667,,
2014/6/15,0,0,0,1,1,1,6,9,10,22470,35685,38352,0.4325,0.305166667,0.161916667,,
2014/6/16,0,0,0,1,1,1,8,9,10,34160,35685,38352,0.5525,0.305166667,0.161916667,,
2014/6/17,0,0,0,1,1,1,9,9,10,35685,35685,38352,0.653928571,0.305166667,0.161916667,,
2014/6/18,4,11835,0.5675,1,1,1,5,5,6,23850,23850,26517,0.572857143,0.267333333,0.143,,
2014/6/19,1,9000,1.7,1,1,1,4,4,5,14850,14850,17517,0.33,0.154,0.086333333,,
2014/6/20,1,1635,0.76,1,1,1,3,3,4,13215,13215,15882,0.221428571,0.103333333,0.061,,
2014/6/21,0,0,0,1,1,1,3,3,4,13215,13215,15882,0.221428571,0.103333333,0.061,,
2014/6/22,0,0,0,1,1,1,3,3,4,13215,13215,15882,0.221428571,0.103333333,0.061,,
2014/6/23,2,11690,0.84,1,1,1,1,1,7,1525,1525,33872,0.101428571,0.047333333,0.053466667,,
2014/6/24,1,1525,0.71,0,0,1,0,0,10,0,0,39520,0,0,0.051966667,,
2014/6/25,0,0,0,0,1,1,0,1,10,0,2667,39520,0,0.018666667,0.051966667,,
2014/6/26,0,0,0,0,1,1,0,1,10,0,2667,39520,0,0.018666667,0.051966667,,
2014/6/27,0,0,0,0,1,1,0,1,10,0,2667,39520,0,0.018666667,0.051966667,,
2014/6/28,0,0,0,0,1,1,0,1,10,0,2667,39520,0,0.018666667,0.051966667,,
2014/6/29,0,0,0,0,1,1,0,1,10,0,2667,39520,0,0.018666667,0.051966667,,
2014/6/30,0,0,0,0,1,1,0,1,11,0,2667,47520,0,0.018666667,0.068966667,,
2014/7/1,0,0,0,0,1,1,0,1,11,0,2667,47520,0,0.018666667,0.068966667,,
2014/7/2,0,0,0,0,1,1,0,1,11,0,2667,47520,0,0.018666667,0.068966667,,
2014/7/3,0,0,0,1,1,1,1,1,11,2667,2667,47520,0.04,0.018666667,0.068966667,,
2014/7/4,0,0,0,1,1,1,1,1,11,2667,2667,47520,0.04,0.018666667,0.068966667,,
2014/7/5,0,0,0,1,1,1,1,1,11,2667,2667,47520,0.04,0.018666667,0.068966667,,
2014/7/6,0,0,0,1,1,1,1,1,11,2667,2667,47520,0.04,0.018666667,0.068966667,,
2014/7/7,0,0,0,1,1,1,1,1,11,2667,2667,47520,0.04,0.018666667,0.068966667,,
2014/7/8,0,0,0,1,1,1,1,6,11,2667,32347,47520,0.04,0.0596,0.068966667,,
2014/7/9,0,0,0,1,1,1,1,10,11,2667,39520,47520,0.04,0.103933333,0.068966667,,
2014/7/10,1,2667,0.28,0,1,1,0,9,10,0,36853,44853,0,0.085266667,0.059633333,,
2014/7/11,0,0,0,0,1,1,0,9,10,0,36853,44853,0,0.085266667,0.059633333,,
2014/7/12,0,0,0,0,1,1,0,9,10,0,36853,44853,0,0.085266667,0.059633333,,
2014/7/13,0,0,0,0,1,1,0,9,10,0,36853,44853,0,0.085266667,0.059633333,,
2014/7/14,0,0,0,0,1,1,0,9,11,0,36853,51520,0,0.085266667,0.071966667,,
2014/7/15,0,0,0,0,1,1,0,10,12,0,44853,61520,0,0.119266667,0.0883,,
2014/7/16,0,0,0,1,1,1,5,10,12,29680,44853,61520,0.087714286,0.119266667,0.0883,,
2014/7/17,0,0,0,1,1,1,9,10,12,36853,44853,61520,0.182714286,0.119266667,0.0883,,
2014/7/18,0,0,0,1,1,1,9,10,12,36853,44853,61520,0.182714286,0.119266667,0.0883,,
2014/7/19,0,0,0,1,1,1,9,10,12,36853,44853,61520,0.182714286,0.119266667,0.0883,,
2014/7/20,0,0,0,1,1,1,9,10,12,36853,44853,61520,0.182714286,0.119266667,0.0883,,
2014/7/21,0,0,0,1,1,1,9,10,12,36853,44853,61520,0.182714286,0.119266667,0.0883,,
2014/7/22,0,0,0,1,1,1,9,10,12,36853,44853,61520,0.182714286,0.119266667,0.0883,,
2014/7/23,5,29680,0.614,1,1,1,5,5,7,15173,15173,31840,0.167857143,0.078333333,0.067833333,,
2014/7/24,4,7173,0.665,1,1,1,1,1,3,8000,8000,24667,0.072857143,0.034,0.045666667,,
2014/7/25,0,0,0,1,1,1,1,1,3,8000,8000,24667,0.072857143,0.034,0.045666667,,
2014/7/26,0,0,0,1,1,1,1,1,3,8000,8000,24667,0.072857143,0.034,0.045666667,,
2014/7/27,0,0,0,1,1,1,1,1,3,8000,8000,24667,0.072857143,0.034,0.045666667,,
2014/7/28,0,0,0,1,1,1,1,1,3,8000,8000,24667,0.072857143,0.034,0.045666667,,
2014/7/29,0,0,0,1,1,1,1,2,9,8000,14667,47143,0.072857143,0.058666667,0.073055556,,
2014/7/30,1,8000,0.51,0,1,1,0,2,10,0,16667,42277,0,0.057333333,0.080055556,,
2014/7/31,0,0,0,0,1,1,0,2,10,0,16667,42277,0,0.057333333,0.080055556,,
2014/8/1,0,0,0,0,1,1,0,2,10,0,16667,42277,0,0.057333333,0.080055556,,
2014/8/2,0,0,0,0,1,1,0,2,10,0,16667,42277,0,0.057333333,0.080055556,,
2014/8/3,0,0,0,0,1,1,0,2,10,0,16667,42277,0,0.057333333,0.080055556,,
2014/8/4,0,0,0,0,1,1,0,2,10,0,16667,42277,0,0.057333333,0.080055556,,
2014/8/5,0,0,0,0,1,1,0,2,10,0,16667,42277,0,0.057333333,0.080055556,,
2014/8/6,0,0,0,1,1,1,1,2,10,6667,16667,42277,0.052857143,0.057333333,0.080055556,,
2014/8/7,0,0,0,1,1,1,2,2,10,16667,16667,42277,0.122857143,0.057333333,0.080055556,,
2014/8/8,0,0,0,1,1,1,2,2,10,16667,16667,42277,0.122857143,0.057333333,0.080055556,,
2014/8/9,0,0,0,1,1,1,2,2,10,16667,16667,42277,0.122857143,0.057333333,0.080055556,,
2014/8/10,0,0,0,1,1,1,2,2,10,16667,16667,42277,0.122857143,0.057333333,0.080055556,,
2014/8/11,0,0,0,1,1,1,2,2,10,16667,16667,42277,0.122857143,0.057333333,0.080055556,,
2014/8/12,0,0,0,1,1,1,2,2,10,16667,16667,42277,0.122857143,0.057333333,0.080055556,,
2014/8/13,1,6667,0.37,1,1,1,1,7,9,10000,32476,35610,0.07,0.087444444,0.067722222,,
2014/8/14,1,10000,0.49,0,1,1,0,8,8,0,25610,25610,0,0.102777778,0.051388889,,
2014/8/15,0,0,0,0,1,1,0,8,8,0,25610,25610,0,0.102777778,0.051388889,,
2014/8/16,0,0,0,0,1,1,0,8,8,0,25610,25610,0,0.102777778,0.051388889,,
2014/8/17,0,0,0,0,1,1,0,8,8,0,25610,25610,0,0.102777778,0.051388889,,
2014/8/18,0,0,0,0,1,1,0,8,8,0,25610,25610,0,0.102777778,0.051388889,,
2014/8/19,0,0,0,0,1,1,0,8,10,0,25610,46888,0,0.102777778,0.068055556,,
2014/8/20,0,0,0,0,1,1,0,8,10,0,25610,46888,0,0.102777778,0.068055556,,
2014/8/21,0,0,0,1,1,1,6,8,10,22476,25610,46888,0.117380952,0.102777778,0.068055556,,
2014/8/22,0,0,0,1,1,1,8,8,10,25610,25610,46888,0.220238095,0.102777778,0.068055556,,
2014/8/23,0,0,0,1,1,1,8,8,11,25610,25610,62488,0.220238095,0.102777778,0.097388889,,
2014/8/24,0,0,0,1,1,1,8,8,11,25610,25610,62488,0.220238095,0.102777778,0.097388889,,
2014/8/25,0,0,0,1,1,1,8,8,19,25610,25610,92721,0.220238095,0.102777778,0.115597222,,
2014/8/26,0,0,0,1,1,1,8,8,22,25610,25610,103356,0.220238095,0.102777778,0.135263889,,
2014/8/27,0,0,0,1,1,1,8,8,22,25610,25610,103356,0.220238095,0.102777778,0.135263889,,
